Timestamp,How are you currently using Rust to make games? Select the most intensive (last) option that applies.,What Rust-based game engine do you primarily use?,"What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Long compile and iteration times]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems with Rust itself (other than compile times)]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Problems in platform-abstracting crates like winit or wgpu]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Inadequate learning materials or docs]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor tooling for artists and game designers]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty paying to get open source problems fixed]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Lack of console support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature mobile support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Immature web support]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Bugs in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Missing features in the engine I use]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Difficulty hiring experts who know Rust]","What are the biggest barriers to your success when making games in Rust?

Please rate each problem from 0 (not at all a problem) to 5 (a huge problem). [Poor performance]","If you could magically add or fix three things about Rust itself, what would they be?"
4/30/2024 16:14:35,I'm still learning.,Bevy,0,1,0,5,2,0,0,0,0,0,4,3,1,"1) Most people complain about orphan rules, but my biggest issue with traits is actually the overlap rules.  I don't really gamedev in rust yet, but I do write code in rust for other purposes entirely.  I've been working on a statistics crate that involves implementing arithmetic on generic types, and the rust trait overlap rules are a huge obstacle to defining arithmetic traits such that arithmetic over generic types is efficient and ergonomic in all the ways that one would expect.  I'm actually working on a couple of crates and a programming idiom to work around this issue, and preliminary results are promising, but it means that I have to abandon standard library traits for arithmetic operations.  To use nice operator syntax with the new idiom/traits, I have to wrap all of my arithmetic expressions in a macro call.  Perhaps one day the rust community could standardize arithmetic on this new idiom (if it works as well as I hope it does)?

2) Could the implied bounds RFC get implemented please?  (https://github.com/rust-lang/rust/issues/44491)

3) The lack of variadic generics is sometimes a pain point, though I've learned how to effectively use macros to cover most cases where you would want this.  The ability to specify tuple types of arbitrary size would still fill in some gaps in what the language can do."
4/30/2024 16:34:55,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,4,0,0,5,4,0,0,1,1,0,2,0,0,Default param values. Named arguments
4/30/2024 16:51:53,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,2,1,0,2,1,0,0,0,0,1,1,0,0,"Relaxed orphan traits, faster compiles, easier to understand lifetimes and compiler errors especially in relation with bevy"
4/30/2024 17:07:56,I'm still learning.,Bevy,0,1,0,4,0,0,0,0,1,0,0,0,0,"Nothing, I love using Rust :D"
4/30/2024 17:15:14,I use Rust game tools to make things that are not games as a hobby or passion.,Bevy,3,0,0,2,3,1,0,0,0,0,3,0,0,"the foundation, compile times, on-disk size of compile artifacts"
4/30/2024 17:32:55,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,3,0,2,0,2,0,5,1,1,1,2,0,0,"Compile times, sdks for native targets like mobile and consoles, scripts"
4/30/2024 17:34:29,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,0,1,5,0,5,0,2,0,4,1,0,"Game Console support,
Modding difficulties meaning mods having to be in a different language,
Game Console support a second time because it’s a huge barrier: my day job (well-known game studio) wouldn’t even consider Rust without being able to run on consoles"
4/30/2024 17:42:29,"I work by myself, but have a project that I have or am planning to sell.",Bevy,3,2,0,1,1,0,0,0,1,0,1,0,0,"1. Some solution to orphan rules
2. Project/library specific lints/errors (code actions if we are also considering RA)
3. Better iteration speed"
4/30/2024 17:59:17,"I work by myself, but have a project that I have or am planning to sell.",ggez,0,0,1,0,0,0,4,4,4,3,1,0,0,"Subtype style enums to remove a lot of boilerplate - e.g. When you have some enum with two variants you can just impl a function for the two variants and then derive/macro away the thing for the sum type instead of having to write a boilerplate match block

Making cargo take up less disk space - for speed reasons, I have cargo on my C: drive SSD, but it's a small 100 GB SSD and cargo takes up a huge portion of it. Similarly, making it easier to move my installation/directories for toolchains and libraries would be nice.

Built in multiplexing for network streams with MPSC channels"
4/30/2024 18:01:03,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,2,1,0,0,0,0,0,0,1,1,0,0,"1) Remove the dependence of the Rust community/ecosystem on proprietary services e.g. Github, Discord etc.

2) Library-ificate the compiler so that compiler logic can be reused by normal rust code or macros, instead of having to be manually, fallibly reimplemented (e.g. rust-analyzer, syn)

3) Reduce the massive size of compilation artifacts, from the current tens-to-hundreds of gigabytes down to maybe hundeds-to-thousands of megabytes (Or even less if possible)"
4/30/2024 18:32:06,I am part of a company that is using Rust to make games.,No engine / in-house engine,4,0,3,2,5,0,5,5,5,2,4,5,1,"Orphan rule solution, included Rust like scripting language that sanely opts out of Rust safety features in favor of under the hood GC, Compile times"
4/30/2024 18:32:54,"I was working by myself to financially support with games made in Rust, but recently ive switched to GDscript for most game code.",Bevy,3,4,0,2,5,0,0,0,4,0,4,0,0,"1. Hot reloading
2. Faster compiles
3. I wish I could just be explicit when I want to and not explicit when I don't want to. Using unsafe is verbose, feels bad, and also opens entire cans of worms that aren't really present in C/C++

Honestly I just don't want to be writing so much Rust"
4/30/2024 18:42:56,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,0,0,0,0,0,1,0,1,2,0,4,Instant compile time. Variadics. 
4/30/2024 19:28:01,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,0,0,2,0,0,0,0,0,0,5,0,0,Id actually remove features from Rust so there's not a million ways of doing a single thing.
4/30/2024 22:21:21,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,4,0,1,4,0,2,4,2,4,5,0,0,"1.

smoother gradient between ""frictionless but expressive language that feels like scripting"" and ""rigorous language that makes inefficiencies manifest in the code."" as is oft repeated, it's totally fine to clone() and use Rc as needed when struggling with the borrow checker etc, but it still comes with a cost to iteration time and to readability and comprehensibility of the code -- especially when collaborating with others who may be less technical.

(apropos of nothing, this is why i worry that bevy's ""no first-class scripting support, one language to rule them all"" approach will be detrimental long-term to the health of the project.)

personally i don't necessarily want gradual *typing* -- i think it's fully possible to have a language that is both ergonomic and sound and that still does't involve too much ceremony to write as a user. what i really want is to be able to tweak the dial between ""explicit, manifest forms of passing/management of references"" and something more implicit in its semantics. some of the rust-based scripting languages (cf. https://arewegameyet.rs/ecosystem/scripting/ ) seemed to be moving in this direction, but last i checked none of them had gained much traction.

2.

proper, first-class hot reloading. there are hacks out there, but it's still night and day compared to some other environments i've worked in.

3.

compile times, i guess?? i've been following nnethercote's slowly making things faster, and stuff like https://github.com/Kobzol/cargo-wizard already help a lot. but yeah if i could magically have a pony and make iteration instantaneous i'd take it!
"
4/30/2024 22:56:08,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,0,5,3,5,1,3,5,2,3,5,0,1,"Improved compilation speed, more flexible orphan rules, and a more powerful trait system."
4/30/2024 23:30:18,"I work by myself, but have a project that I have or am planning to sell.",Bevy,5,1,0,1,2,0,3,3,0,1,2,0,4,"Simple hot reloading, instant compiles, optional and convenient garbage collector."
5/1/2024 0:26:07,I'm still learning.,Bevy,5,1,0,3,2,0,0,0,0,0,2,0,0,"Partial borrow, Specialization"
5/1/2024 1:38:38,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,0,0,0,1,0,0,0,0,2,0,0,"Specialization, portable SIMD, faster compile"
5/1/2024 2:20:46,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,3,0,1,5,3,4,5,3,4,0,4,4,0,instant hot reloading :) time travel debugging! better ui crates
5/1/2024 2:43:32,I'm still learning.,Bevy,1,5,5,2,5,5,4,5,5,4,5,4,1,"The Ui, rendering system and media porting "
5/1/2024 3:09:33,I have at least one serious hobbyist project that I have or am planning to ship.,Rend3/WGPU,0,1,5,2,5,2,0,1,0,2,2,0,2,"Back references, traits too weak, generics too limited"
5/1/2024 3:10:31,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,0,0,0,1,2,1,1,0,0,0,1,0,0,"variadic tuples, variadic generics, variadic function parameters "
5/1/2024 3:42:48,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,0,0,0,0,0,1,2,0,1,0,0,no idea
5/1/2024 4:13:39,I don't make games in Rust.,Bevy,3,1,3,2,1,0,0,0,0,0,2,0,0,"compile times, speed of rust analyzer"
5/1/2024 5:03:50,I'm still learning.,Bevy,4,1,3,5,2,0,0,0,5,0,4,0,4,Long compile times
5/1/2024 5:27:38,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,0,0,1,2,2,0,4,2,2,0,3,1,1,I can't think of anything 
5/1/2024 5:31:41,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,2,3,4,2,5,0,0,0,0,0,0,0,0,"Fix the orphan problem, improve parallelism support, and add a library that is great for working with (procedural) animations"
5/1/2024 5:50:36,"I work by myself, but have a project that I have or am planning to sell.",Bevy,1,1,3,2,4,0,0,0,0,1,1,0,0,"Reflection is difficult in rust but very helpful for gamedev. Better reflection support would be nice.

Prototyping in rust is pretty difficult compared to other languages. I often want to just glue a bunch of singletons and nasty global state together so I can iterate quickly on gameplay. But in rust I often need to handle large code refactors as I iterate on gameplay. I'm not sure what magic thing would change this, but maybe temporarily using a soft borrow checker that reduces a bunch of errors to warnings. This isn't the right solution though.

I often bump into orphan rule issues when trying to combine crates or build out traits to glue together my own libraries. A more advanced checking system here to allow me to violate orphan rules when it isn't causing immediate issues would be nice."
5/1/2024 6:44:49,I'm still learning.,Bevy,0,0,3,0,3,0,0,0,0,1,3,0,0,"Safe and easy dynamic linking, C interface abstractions or a stable ABI, not really Rust itself but client libraries for common web protocols that come with out of the box features such as auto reconnection, client side load balancing, etc. that don't tie you into a serialisation format (i.e. tonic without the impending Google enshitification). 

This and Bevy ECS without all the gaming focus. I think it may even be worth debating an ECS being in the standard library in future. "
5/1/2024 7:05:59,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,0,0,4,3,0,0,2,2,0,2,0,0,"Compile times, clearer error messages, easier configuration "
5/1/2024 7:21:58,I am part of a company that is using Rust to make games.,Macroquad,5,4,5,2,5,0,2,2,1,5,4,0,1,"orphan rule, partial borrows, hot reloading"
5/1/2024 7:29:27,I am part of a company that is using Rust to make games.,Bevy,5,4,4,0,2,0,3,0,0,0,2,4,0,"I would stabilize/add specialization, reflection and improve a lot the trait solver/borrow checker they doesn't always ""undertand"" what we want to do or can't always solve valid code "
5/1/2024 8:00:17,I have at least one serious hobbyist project that I have or am planning to ship.,No engine / in-house engine,1,5,2,1,1,0,2,1,1,0,0,0,0,"Remove the orphan checker, add reflection, expand generic capabilities (specialization, higher kinded types, effects)"
5/1/2024 8:40:16,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,2,1,2,2,0,0,0,0,1,0,0,0,"Hassle free reflection, Opt-in disabling of orphan rule"
5/1/2024 9:07:53,"Actually, I only use Rust to make game engines or tools for gamedev.",wgpu,5,4,4,0,5,2,0,0,0,0,0,0,0,"Runtime (background) compilation, mut/refcell mess, lack of GPGPU support "
5/1/2024 9:14:48,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,3,0,0,1,3,0,4,0,0,1,2,0,3,Lack of console support
5/1/2024 9:47:15,"Actually, I only use Rust to make game engines or tools for gamedev.",No engine / in-house engine,2,5,0,0,0,4,5,0,0,0,0,0,0,"I would add C++23-level compile-time features (constinit, consteval, etc...), a more smart borrow checker or a way to circumvent some of its limitations without writing unsafe Rust (because in unsafe Rust we need to upholds invariants in contrary to C++, making it more prone to UBs if mishandled)."
5/1/2024 10:40:06,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,1,2,0,4,4,0,0,0,5,0,4,4,0,"Specialization, Reflection, Orphan rule"
5/1/2024 11:37:31,I'm still learning.,Bevy,0,2,0,4,1,0,0,0,0,0,1,0,0,Better debug messages for beginners 
5/1/2024 15:36:36,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,0,1,0,0,0,0,0,0,0,0,0,"Async compatibility across runtimes, add #cfg based polymorphism, and most importantly the rust foundation "
5/1/2024 15:47:27,I use Rust game tools to make things that are not games as a hobby or passion.,Good Web Game,2,3,0,4,0,0,0,2,0,0,3,0,0,"Faster compile times, a rust compatible scripting language like the Mun project to allow faster iteration, More Rust Game Dev Tutorials for Rust game engines that are not bevy (good web game, macroquad, fyrox, comfy, ggez)."
5/1/2024 16:00:11,I'm still learning.,Bevy,1,1,3,4,2,1,1,1,1,1,1,3,1,"make it so that there is only one solution for a given problem, lifetime leaks (colored function/type problem)"
5/1/2024 16:29:12,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,0,0,2,0,0,0,0,0,2,0,0,"Compile times, "
5/1/2024 18:19:38,I'm still learning.,Bevy,3,2,0,5,3,0,1,4,3,1,4,1,1,"Fundamentally more powerful const, 2x faster compile times, and better ergonomics regarding control flow (preventing engine panics and keeping invariants, easier error mapping)"
5/1/2024 19:05:06,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,0,0,2,1,0,0,0,0,0,5,0,0,Faster compile times
5/1/2024 19:37:46,I'm still learning.,Bevy,2,1,1,2,5,0,5,2,3,0,5,0,1,"All the weird async stuff, the orphan rule, and ergonomics around discovering methods from traits, etc"
5/1/2024 21:32:18,I'm still learning.,Comfy,2,4,3,5,0,0,0,0,5,0,1,0,0,all three: async pollution
5/2/2024 2:22:19,I am part of a company that uses Rust game tools to make things that are not games.,Bevy,0,0,2,1,0,0,0,2,1,0,0,0,1,Slow down language evolution
5/2/2024 3:14:20,I'm still learning.,Bevy,4,2,0,4,5,0,0,0,0,2,4,0,0,Don't know enough rust to know yet
5/2/2024 3:17:34,I have at least one serious hobbyist project that I have or am planning to ship.,Godot/gdext,1,0,0,1,2,0,0,0,0,1,3,0,0,"compile times, code looks cluttered sometimes, Vec/Hashmap disallowing get_mut() on more than one element "
5/2/2024 5:14:49,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,4,0,0,1,0,0,0,0,0,0,0,0,0,"1. Long compilation time
2. Verbosity of operations when calling them on an object as a chain of operations
3. Documentation comments have a weird format compared to other languages"
5/2/2024 5:34:58,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,2,0,1,3,2,1,0,0,1,3,2,0,Easier ways to interop with C/esp. C++
5/2/2024 5:40:56,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,0,3,0,4,0,3,0,0,0,2,0,1,Enum variants as types. Not sure what else :)
5/2/2024 7:30:03,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,1,2,4,5,0,0,0,0,0,3,0,0,"Recompilation times (i.e changing one value should be so much quicker), better system for including single rust files without compiling an entire project (similar idea to C# scripts in unity), "
5/2/2024 9:45:07,I have at least one serious hobbyist project that I have or am planning to ship.,godot-rust,2,1,0,3,0,0,2,3,1,0,5,0,0,"none, usually the problem is not rust"
5/2/2024 10:08:45,"I work by myself, but have a project that I have or am planning to sell.",Bevy,1,0,1,0,3,0,0,2,1,0,3,0,0,More mature game engines and tooling. Fast forward 5 years.
5/2/2024 10:50:44,"I work by myself or in a tiny team, and am attempting to support myself financially by selling games made in Rust.",Bevy,0,0,1,2,0,2,2,2,2,3,3,2,0,Sprite mask
5/2/2024 11:12:42,I have at least one serious hobbyist project that I have or am planning to ship.,Tetra,1,0,0,1,0,0,1,2,3,0,2,0,0,i cannot think of anything that would be required
5/2/2024 17:41:56,"Actually, I only use Rust to make game engines or tools for gamedev.",Bevy,2,0,4,1,2,1,0,0,0,1,5,0,3,Compile times
5/3/2024 2:29:55,I'm still learning.,Bevy,1,0,1,5,5,0,1,2,1,0,1,0,0, 
5/3/2024 5:00:01,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,5,5,5,5,5,0,5,5,5,5,5,5,5,Better compile times. No borrow checker. Easier singletons.
5/3/2024 6:10:27,I'm still learning.,Bevy,2,0,1,3,2,1,0,0,1,0,1,0,0,"Rust is great, I've been using it since 2014 :)

- Instant compile times and hot reloading would be magical!
- Better editor support for bevy-typical things like moving stuff into a plugin or adding all the necessary derives to a component with reflect
- Even less boilerplate"
5/3/2024 9:23:40,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,2,1,4,1,1,4,1,1,1,1,3,3,1,Proper stdlib.
5/3/2024 12:57:02,"I work by myself, but have a project that I have or am planning to sell.",Bevy,4,0,3,3,5,3,2,1,2,2,5,0,2,"Hot reloading x3. Other than iteration cycle times, I prefer rust to everything else I use. But compared to dynamic languages (eg JavaScript or Python) cycle times are brutal."
5/3/2024 17:44:13,I'm still learning.,Bevy,2,2,1,2,1,0,0,2,1,0,1,0,1,Flatten the learning curve
5/3/2024 17:55:57,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,1,0,0,1,0,0,0,0,0,2,1,0,0,"Have a stable API, a specification, better borrowcheck "
5/3/2024 21:54:12,"I work by myself, but have a project that I have or am planning to sell.",Macroquad,2,2,1,1,1,0,1,0,0,2,2,0,0,"1) support single-thread multiple mutable references for quick experimentation, or at least single mut ref and multiple const refs, even if it has to be marked as unsafe. E.g. `for (i, item) in items.iter_mut().enumerate() { item.property += itemsi+1.property; }` (I know this is a code smell that should be avoided with better code structure, but quick experimentation is key in games. I guess I could do it with Rc? I don't have experience with Rc, but I guess I would need to change my data structure to do that experiment. I know the advice is to use indexes, but that is less safe and doesn't work with efficient non-random-access custom iterators that hide the internal complexity of the items collection. Could I use raw unsafe pointers? I'm not sure. For this problem I have resorted to do a double buffer by cloning the whole items each frame)

2) improve debugger basic printing support, in particular with non-trivial enums. Neither gdb nor lldb support printing anything more complex than a simple enum. example: put a breakpoint after `enum SomeEnum { A(i32), B(u32) }  let items = vec!SomeEnum::A(5), SomeEnum::B(6);` and browse items to find the number contained in items0.A. For me, lldb in the best configuration says if it's an A or B, but not the inner number. Other configs don't even say if it's A or B. GDB works in this case, but in others it crashes.

3) terser delegation than `struct Wrapper {inner: Inner} impl Wrapper { fn f(&self) { self.inner.f() } }`. something like this would be enough: `impl Wrapper { use self.inner::f; }`. See https://internals.rust-lang.org/t/syntactic-sugar-for-delegation-of-implementation/2633/15"
5/3/2024 21:57:40,I've used Rust for making tools while working in the games industry and also am working on a serious side project,No engine / in-house engine,1,0,0,0,0,0,1,0,1,0,0,0,0,"allocator_api, whatever comes out of keyword / async generics, and try traits & try blocks"
5/4/2024 2:07:16,I am part of a company that is using Rust to make games.,Speedy2D,0,0,5,0,0,0,0,5,0,0,4,0,0,Nothing comes to mind. Rust is outstanding. 
5/4/2024 2:16:24,"I work by myself, but have a project that I have or am planning to sell.",Bevy,0,0,0,2,3,0,2,0,0,1,1,0,0,NA
5/4/2024 3:16:41,I have at least one serious hobbyist project that I have or am planning to ship.,Bevy,3,0,2,4,5,4,2,4,3,1,2,5,0,"-A fully functional ABI :D, automatically fix long compile times"
5/4/2024 10:12:00,I'm still learning.,Bevy,5,3,5,5,5,1,3,1,2,4,5,2,3,"Variadics,  variadics and variadics"
